Aishe Code,University Name,State,District,Web Url,University Type,Year Of Establishment,Location,Address
U-0087,"Indira Gandhi Krishi Vishwavidyalaya, Raipur",Chhattisgarh,Raipur,igkv.ac.in,State Public University,1987,Urban,"Krishak Nagar, Raipur"
U-0088,"Indira Kala Sangit Vishwavidyalaya, Khairagarh",Chhattisgarh,Rajnandgaon,http://www.iksv.ac.in,State Public University,1956,Urban,"Khairagarh, Khairagarh"
U-0757,"Amity University, Chhattisgarh",Chhattisgarh,Raipur,www.amity.edu/raipur,State Private University,2014,Rural,"MANTH (KHARORA), State Highway 9, Raipur - Baloda Bazar Marg, Raipur, Chhattisgarh 493225"
U-1103,Maharishi University Of Management And Technology,Chhattisgarh,Bilaspur,www.mumt.com,State Private University,2018,Rural,"Maharishi Road, Mangla Bilaspur, , Mangla,Bilaspur"
U-0089,"Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya, Raipur",Chhattisgarh,Raipur,www.ktujm.ac.in,State Public University,2005,Urban,"Village Kathadih, Post - Sunder Nagar, Raipur"
U-0895,Isbm University,Chhattisgarh,Gariyaband,www.isbmuniversity.edu.in,State Private University,2016,Rural,"Nawapara (Kosmi) Block, Chhura, Gariyaband"
U-0091,"Mats University, Raipur",Chhattisgarh,Raipur,www.matsuniversity.ac.in,State Private University,2003,Rural,"Aarang-Kharora Highway, Gram - Gullu, Aarang"
U-0633,Itm University,Chhattisgarh,Raipur,www.itmuniversity.org,State Private University,2012,Urban,"PH No. 137, Village - Upparwara, Atal Nagar, Tehsil - Abhanpur,, Raipur"
U-0634,Dau Shri Vasudev Chandrakar Kamdhenu,Chhattisgarh,Durg,www.cgkv.ac.in,State Public University,2012,Urban,"Chhattisgarh Kamdhenu Vishwavidyalya,, Durg"
U-0946,Indian Institute Of Technology Bhilai,Chhattisgarh,Raipur,www.iitbhilai.ac.in,Institute of National Importance,2016,Urban,"GEC Campus, Sejbahar, Raipur"
U-0635,Icfai University,Chhattisgarh,Durg,www.iuraipur.edu.in,State Private University,2011,Urban,"NH - 53, Raipur Bhilai Highway, Km Stone 20, PO Kumhari, Durg"
U-0981,Shri Rawatpura Sarkar University,Chhattisgarh,Raipur,www.sruraipur.ac.in,State Private University,2018,Rural,"NEAR SADANI DARBAR, VILLAGE - DHANELI, POST OFFICE- MANA, NEW DHAMTARI ROAD, RAIPUR"
U-0636,Atal Bihari Vajpayee Vishwavidyalaya,Chhattisgarh,Bilaspur,http://www.bilaspuruniversity.ac.in,State Public University,2012,Rural,"In Front of Koni Police Thana, Ratanpur Road, Koni , BILASPUR"
U-0092,"National Institute Of Technology, Raipur",Chhattisgarh,Raipur,nitrr.ac.in,Institute of National Importance,1956,Urban,"G.E. Road, Raipur"
U-0711,"Kalinga University, Raipur",Chhattisgarh,Raipur,https://kalingauniversity.ac.in/,State Private University,2011,Urban,"Kotni, Near Mantralaya, Post - Palaud, Naya Raipur, Naya Raipur"
U-0093,"Pt. Ravishankar Shukla University, Raipur",Chhattisgarh,Raipur,www.prsu.ac.in,State Public University,1964,Urban,"Pt. Ravishankar Shukla University, Raipur Chhattisgarh, G. E. Road Amanaka Raipur, Raipur"
U-1292,Mahatma Gandhi University Of Horticulture And Forestry,Chhattisgarh,Durg,https://mguvv.ac.in/,State Public University,2020,-,Sankra-Patan District-Durg Chhattisgarh
U-0094,"Pt. Sundarlal Sharma (Open) University, Bilaspur",Chhattisgarh,Bilaspur,pssou.ac.in,State Open University,2005,Urban,"Pandit Sundarlal Sharma (Open) University Chhattisgarh, Koni-Birkona Road, Bilaspur, Bilaspur"
U-1017,Indian Institute Of Management Raipur,Chhattisgarh,Raipur,www.iimraipur.ac.in,Institute of National Importance,2010,Rural,"Village: Cheria-Pota, P.O.: Kurru (Abhanpur), Atal Nagar"
U-0095,"Sant Gahira Guru Vishwavidyalaya, Sarguja, Ambikapur, Chattisgarh",Chhattisgarh,Surguja,www.sggcg.in,State Public University,2008,Urban,"Sarguja Vishwavidyalaya, Darripara, Ambikapur (C.G.) 497001, Near Hospital Road, Ambikapur, Ambikapur (C.G.)"
U-0970,International Institute Of Information Technology,Chhattisgarh,Raipur,www.iiitnr.ac.in,State Public University,2014,Rural,"Plot No 7, Sector 24, Nava Raipur, Atal Nagar, Raipur - 493661, Chhattisgarh, Raipur"
U-0832,Op Jindal University,Chhattisgarh,Raigarh,www.opju.ac.in,State Private University,2014,Rural,"O.P. Jindal University Gharghoda Road, Punjipathra, Raigarh (C.G.)"
U-0831,Hemchand Yadav Vishwavidyalaya,Chhattisgarh,Durg,www.durguniversity.ac.in,State Public University,2015,Urban,"RAIPUR NAKA, DURG"
U-0690,"All India Institute Of Medical Sciences, Raipur",Chhattisgarh,Raipur,www.aiimsraipur.edu.in,Institute of National Importance,2012,Urban,"TATIBANDH, G. E. ROAD, RAIPUR"
U-1185,Bharti Vishwavidyalaya,Chhattisgarh,Durg,www.bhartiuniversity.org,State Private University,2021,Rural,"VILL-CHANDKHURI, DURG, DURG"
U-0081,Pt. Deendayal Upadhyay Memorial Health Sciences And Ayush University Of Chhattisgarh,Chhattisgarh,Raipur,http://www.cghealthuniv.com,State Public University,2008,Urban,"Pt. Deendayal Upadhyay Memorial Health Sciences and Ayush University of Chhattisgarh, Sector-40,Uparwara , Nava Raipur, Nava Raipur"
U-1160,Shaheed Nandkumar Patel Vishwavidyalaya,Chhattisgarh,Raigarh,https://snpv.ac.in,State Public University,2020,Urban,"Garhumaria, Odisha Road, Raigarh Chhattisgarh, Garhumaria, Odisha Road, Raigarh Chhattisgarh, Garhumaria, Raigarh"
U-1159,Aaft University,Chhattisgarh,Raipur,http://aaft.edu.in,State Private University,2018,Rural,"VILLAGE-MATH, KHARORA, , RAIPUR"
U-0082,"Shaheed Mahendra Karma Vishwavidyalaya, Jagdalpur",Chhattisgarh,Bastar,www.bvvjdp.ac.in,State Public University,2008,Urban,"Shaheed Mahendra Karma Vishwavidyalaya ,Bastar Chhattisgarh - INDIA, Shaheed Mahendra Karma Vishwavidyalaya , Bastar, Chhattisgarh - INDIA, JAGDALPUR , CHHATTISGARH"
U-1142,Shri Shankaracharya Professional University,Chhattisgarh,Durg,https://www.shrishankaracharyauniversity.com,State Private University,2020,Urban,"Shri Shankaracharya Professional University , Junwani, Bhilai"
U-0084,"Dr. C. V. Raman University, Kota Bilaspur",Chhattisgarh,Bilaspur,www.cvru.ac.in,State Private University,2006,Rural,"Kargi Road, Kota Bilaspur, Bilaspur"
U-0083,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Chhattisgarh,Durg,csvtu.ac.in,State Public University,2005,Urban,"Utai Road, Near Maroda Tank Newai, Bhilai"
U-1122,K K Modi University,Chhattisgarh,Durg,www.kkmu.edu.in,State Private University,2018,Rural,"MAHMARA, JALBANDHA ROAD, DURG"
U-0085,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Chhattisgarh,Bilaspur,www.new.ggu.ac.in,Central University,1983,Rural,"Koni, Koni Bilaspur CG, Bilaspur"
U-1312,Delhi Teachers University,Delhi,North West,https://delhiteachersuniversity.edu.in/,State Public University,2022,-,"M249+3XJ, Laxmi Park, Ranhola Extesion, Delhi, 110041"
U-1340,"Indian Institute Of Mass Communication, New Delhi",Delhi,New Delhi,https://www.iimc.gov.in/,Deemed University-Government,1965,-,"G5QF+XPC, JNU New Campus, Aruna Asaf Ali Marg, New Delhi, Delhi 110067"
U-0853,Delhi Pharmaceutical Sciences And Research University,Delhi,South,www.dpsru.edu.in,State Public University,2015,Urban,"Sector-III Pushp Vihar, Mehrauli-Badarpur Road, Sainik Farm Gate No. 01, New Delhi"
U-0096,"All India Institute Of Medical Sciences, New Delhi",Delhi,South,aiims.edu,Institute of National Importance,1956,-,"Sri Aurobindo Marg, Ansari Nagar, Ansari Nagar East, New Delhi, Delhi 110029"
U-0097,Dr. B. R. Ambedkar University Delhi,Delhi,North,www.aud.ac.in,State Public University,2008,Urban,"Lothian Road, Kashmere Gate, Delhi"
U-0098,Delhi Technological University,Delhi,North West,www.dtu.ac.in,State Public University,1941,Urban,"Shahbad Daulatpur, Main Bawana Road, Delhi"
U-0099,Guru Gobind Singh Indraprastha University,Delhi,West,www.ipu.ac.in,State Public University,1998,Urban,"Sector-16C, Dwarka, New Delhi"
U-0100,"Indian Institute Of Technology, Delhi",Delhi,South,www.iitd.ac.in,Institute of National Importance,1961,Urban,"INDIAN INSTITUTE OF TECHNOLOGY DELHI (IIT DELHI), HAUZ KHAS, NEW DELHI"
U-0101,Indian Agricultural Research Institute (Krishi Pusha) New Delhi.,Delhi,New Delhi,www.iari.res.in,Deemed University-Government,1905,Urban,"Pusa, New Delhi"
U-0102,"Indian Institute Of Foreign Trade, Delhi",Delhi,New Delhi,www.iift.edu,Deemed University-Government,1963,Urban,"B-21,, Qutub Institutional ARea, New Delhi"
U-0103,"Indian Law Institute, Bhagwandas Road, New Delhi",Delhi,New Delhi,www.ili.ac.in,Deemed University-Government,1956,Urban,"Opp. Supreme Court of India, Bhagwandas Road, New Delhi"
U-0104,Indira Gandhi National Open University,Delhi,South,www.ignou.ac.in,Central Open University,1985,Urban,"Maidan Garhi, New Delhi"
U-0105,"Indraprastha Institute Of Information Technology, Delhi",Delhi,South,www.iiitd.ac.in,State Public University,2008,Urban,"Okhla Phase III, New Delhi-110020, India, New Delhi"
U-0106,"Institute Of Liver And Bilary Sciences, New Delhi",Delhi,South,www.ilbs.in,Deemed University-Government,2002,Urban,"Sector D-1, Vasant Kunj, New Delhi- 110070, Sector D-1, Vasant Kunj, New Delhi- 110070, New Delhi"
U-0107,Jamia Hamdard,Delhi,South,www.jamiahamdard.edu,Deemed University-Government Aided,1906,Urban,"Hamdard Nagar, New Delhi"
U-0108,Jamia Millia Islamia University,Delhi,South East,https://jmi.ac.in,Central University,1920,Urban,"Maulana Mohammad Ali Jauhar Marg, Jamia Nagar, New Delhi"
U-0109,Jawaharlal Nehru University,Delhi,South,www.jnu.ac.in,Central University,1969,Urban,"Jawaharlal Nehru University, New Delhi"
U-0110,"National Institute Of Fashion Technology, Hauz Khas",Delhi,South,www.nift.ac.in,Institute of National Importance,1986,Urban,"NIFT Campus, Near Gulmohar Park, Hauz Khas, New Delhi"
U-0111,"National Law University, Delhi",Delhi,South West,www.nludelhi.ac.in,State Public University,2008,Urban,"Sector-14 Dwarka, New Delhi-110078, Delhi"
U-0112,National Museum Institute Of History Of Art Conservation And Museology,Delhi,New Delhi,www.nmi.gov.in,Deemed University-Government,1989,Urban,"Institutional Area, Sector 62, Noida"
U-0114,National Institute Of Educational Planning & Administration,Delhi,South,www.niepa.ac.in,Deemed University-Government,1962,Urban,"17-B,, Sri Aurobindo Marg, New Delhi"
U-0115,Central Sanskrit University,Delhi,West,www.sanskrit.nic.in/,Central University,1970,Urban,"56-57, Institutional Area, Janakpuri D Block, Delhi"
U-0116,"School Of Planning & Architecture, New Delhi",Delhi,Central,www.spa.ac.in,Institute of National Importance,1955,Urban,"4, Block - B, Indraprastha Estate, New Delhi"
U-0117,Shri Lal Bahadur Shastri National Sanskrit University,Delhi,South,https://www.slbsrsv.ac.in,Central University,1962,Urban,"B-4, Qutub Institutional Area, New Delhi"
U-0118,"South Asian University, New Delhi",Delhi,South,https://www.sau.int,Central University,2010,Urban,"Akbar Bhavan, Chanakyapuri, New Delhi 110 021"
U-0119,"Teri School Of Advanced Studies, New Delhi",Delhi,New Delhi,www.terisas.ac.in,Deemed University-Private,1998,Urban,"10, Institutional Area, Vasant Kunj, New Delhi 110070"
U-0120,University Of Delhi,Delhi,North,www.du.ac.in,Central University,1922,Urban,"North Delhi Campus, Near Mall Road, Delhi"
U-1056,Netaji Subhas University Of Technology,Delhi,South West,http://www.nsut.ac.in,State Public University,1983,Urban,"Azad Hind Fauj Marg, Sector-3, Dwarka, New Delhi"
U-0685,Indira Gandhi Delhi Technical University For Women,Delhi,Central,www.igdtuw.ac.in,State Public University,2013,Urban,"KASHMERE GATE, Opposite St. James Church, DELHI"
U-0622,National Institute Of Technology Delhi,Delhi,North West,www.nitdelhi.ac.in,Institute of National Importance,2010,Urban,"Plot No. FA7,Zone P1,, GT Karnal Road, Delhi-110036, Delhi"
U-1146,Delhi Skill And Entrepreneurship University,Delhi,South West,www.dseu.ac.in,State Public University,2020,Urban,"G/Floor, Integrated Institute Of Technology, Complex, Dwarka Sector 9, Dwarka, New Delhi, Delhi, 110077"
U-1187,National Forensic Sciences University,Delhi,North West,nfsu.ac.in,Institute of National Importance,1972,Urban,"Institutional Area, Outer Ring Road, Sector-3, Rohini"
U-1243,Sigma University,Gujarat,Vadodara,https://sigmauniversity.ac.in/,State Private University,2002,-,"Post Bakrol Ajwa-Nimeta, road, Waghodia, Vadodara, Gujarat 390019"
U-0121,"Goa University, Goa",Goa,North Goa,www.unigoa.ac.in,State Public University,1984,Rural,"Taleigao Plateau, Taleigao - 403206, Panjim"
U-0907,"Indian Institute Of Technology, Goa",Goa,South Goa,www.iitgoa.ac.in,Institute of National Importance,2016,Urban,"At Goa Engineering College Campus, Farmagudi, Ponda"
U-0620,National Institute Of Technology Goa,Goa,South Goa,http://www.nitgoa.ac.in/,Institute of National Importance,2010,Rural,"NIT Goa, Farmagudi, (GEC Campus) GOA-403 401, PONDA"
U-1309,India International University Of Legal Education And Research,Goa,South Goa,iiuler.edu.in,State Private University,2022,Rural,"9VCX+W3C, Consua, Goa 403722"
U-1209,Kaushalya The Skill University,Gujarat,Ahmedabad,https://kaushalyaskilluniversity.ac.in/,State Public University,2021,Urban,"Mahatma Gandhi Labour Institute Diploma In Humans Resorce, Mahatma Gandhi Labour Institute, Kaushalya The Skill University, Sushil Nagar Society, Memnagar, Ahmedabad, Gujarat 380052"
U-0798,"Indian Institute Of Information Technology, Vadodara",Gujarat,Vadodara,www.iiitvadodara.ac.in,Institute of National Importance,2013,Urban,"Block 9, IIIT Vadodara, Government Engineering College, Sector 28, Gandhinagar"
U-0794,Auro University Of Hospitality And Management,Gujarat,Surat,www.aurouniversity.edu.in,State Private University,2011,Urban,"EarthSpace,, Opp. ONGC, Hazira Road,, Surat"
U-0790,Rai University,Gujarat,Ahmedabad,www.raiuniversity.edu,State Private University,2012,Rural,"Rai University Ahmedabad, SH 144, Village : Saroda, Taluka : Dholka"
U-0708,"C.U.Shah University, Surendranagar",Gujarat,Surendranagar,https://www.cushahuniversity.ac.in,State Private University,2013,Urban,"Surendranagar - Ahmedabad State Highway,, Near Kothariya Village, University Road,, Wadhwan City."
U-0706,"Kamdhenu University, Gandhinagar",Gujarat,Gandhinagar,www.kamdhenuuni.edu.in,State Public University,2009,Urban,"Karmayogi Bhavan, Block-1, B1-wing, 4th Floor,, Sector-10-A,, Gandhinagar"
U-0154,"Sumandeep Vidyapeeth, Vadodara",Gujarat,Vadodara,www.sumandeepvidyapeethdu.edu.in,Deemed University-Private,2007,Rural,"At and Post- Piparia, Tal-Waghodia, Vadodara"
U-0670,Swarnim Gujarat Sports University,Gujarat,Gandhinagar,www.sgsu.gujarat.gov.in,State Public University,2011,Rural,"Government Commerce College Campus, Opposite Youth Hostel, Gandhinagar"
U-0153,"Veer Narmad South Gujarat University, Surat",Gujarat,Surat,www.vnsgu.ac.in,State Public University,1965,Urban,"Udhana - Magdalla Road,, ---, Surat"
U-0668,Uka Tarsadia University,Gujarat,Surat,http://utu.ac.in,State Private University,2011,Rural,"Maliba Campus ,Gopal Vidhyanagar, Bardoli-Mahuva Road, At.Tarsadi Post.Sarbhon, Tarsadi, Mahuva"
U-0664,"Indian Institute Of Teacher Education, Gandhinagar",Gujarat,Gandhinagar,www.iite.ac.in,State Public University,2010,Urban,"Ramkrushna Paramhansha Vidhya Sankul, Kh Road, Sector - 15, GANDHINGAR"
U-0647,"R K University, Rajkot",Gujarat,Rajkot,http://www.rku.ac.in,State Private University,2005,Rural,"KASTUBADHAM, BHAVNAGAR HIGHWAY, TRAMBA, RAJKOT"
U-0152,"Shree Somnath Sanskrit University, Junagarh",Gujarat,Gir Somnath,www.sssu.ac.in,State Public University,2005,Rural,"Rajendra Bhuvan Road,, Near Birla Temple,, Veraval - 362266"
U-0151,"Saurashtra University, Rajkot",Gujarat,Rajkot,www.saurashtrauniversity.edu,State Public University,1967,Urban,"Saurashtra University Campus, Kalavad road, Rajkot"
U-0150,"Sardarkrushinagar Dantiwada Agricultural University, Banaskantha",Gujarat,Banas Kantha,www.sdau.edu.in,State Public University,2004,Rural,"Registrar,, SDAU, Teh- Dantiwada,, Sardarkrushinagar"
U-0149,"Sardar Vallabhbhai National Institute Of Technology, Surat",Gujarat,Surat,http://www.svnit.ac.in,Institute of National Importance,1961,Urban,"Opp. Ichchhanath Bus Stand,, Dumas Road,, SURAT"
U-0148,"Sardar Patel University, Vallabh Vidyanagar",Gujarat,Anand,http://www.spuvvn.edu,State Public University,1955,Rural,"Sardar Patel University, University Road, Vallabh Vidyanagar"
U-0147,"Pandit Deendayal Energy University, Gandhi Nagar",Gujarat,Gandhinagar,www.pdpu.ac.in,State Private University,2007,Urban,"Knowledge Corridor, Raisan Village, Raisan"
U-1102,Lok Jagruti Kendra University,Gujarat,Ahmedabad,www.ljku.edu.in,State Private University,2019,Urban,"L J CAMPUS, NR SANAND CROSS ROAD, OFF S G HIGHWAY, AHMEDABAD"
U-0146,"Nirma University, Ahmedabad",Gujarat,Ahmedabad,www.nirmauni.ac.in,State Private University,1995,Urban,"Nirma University, S. G. Highway, Ahmedabad, Gujarat, PIN-382481, Ahmedabad"
U-0145,Navsari Agricultural University,Gujarat,Navsari,www.nau.in,State Public University,2004,Rural,"Navsari Agricultural University,, Eru Char Rasta, At & Po Eru Ta- Jalalpore, Navsari"
U-0144,Navrachana University,Gujarat,Vadodara,www.nuv.ac.in,State Private University,2009,Urban,"Vasna- Bhayli Road, Vadodara"
U-0595,"Rashtriya Raksha University, Gujarat",Gujarat,Gandhinagar,www.rru.ac.in,Institute of National Importance,2010,Rural,"At. Lavad, TA. Dahegam, Dist. Gandhinagar, Lavad"
U-0594,"Children's University, Gandhinagar",Gujarat,Gandhinagar,www.cugujarat.ac.in,State Public University,2009,Urban,"Subhash Chandra Bose Shixan Sankul, Chh-5, Children's University, Sector 20, Gandhinagar, Gujarat 382021"
U-0593,National Forensic Sciences University,Gujarat,Gandhinagar,www.nfsu.ac.in,Institute of National Importance,2009,Urban,"Near Directorate of Forensic Science, Sector 9, Gandhinagar"
U-0143,"Maharaja Sayajirao University Of Baroda, Vadodara",Gujarat,Vadodara,msubaroda.ac.in,State Public University,1881,Urban,"University Office, M.S. University of Baroda, Maharaja Fatehsinghrao Gaekwad Road, Fateh Gunj, Vadodara, Vadodara"
U-0142,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Gujarat,Kachchh,kskvku.ac.in,State Public University,2004,Urban,"Mundra road, bhuj, Bhuj"
U-0141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",Gujarat,Gandhinagar,www.ksv.ac.in,State Private University,2007,Urban,"LDRP ITR Campus, Nr Kh 5 Circle, Sector 15, Gandhinagar"
U-1120,Surendranagar University,Gujarat,Surendranagar,www.suni.ac.in,State Private University,2020,Rural,"kothariya wadhwan road,, wadhvan, wadhvan"
U-0140,Junagadh Agricultural University,Gujarat,Junagadh,jau.in,State Public University,2004,Urban,"Registrar, Junagadh Agricultural University, Junagadh, Motibag, Junagadh ( Gujarat)-362 001, Junagadh"
U-0139,"Indian Institute Of Technology, Gandhinagar",Gujarat,Ahmedabad,www.iitgn.ac.in,Institute of National Importance,2008,Urban,"IIT Gandhinagar, Palaj, Gandhinagar"
U-1126,Sarvajanik University,Gujarat,Surat,www.sarvajanikuniversity.ac.in,State Private University,2021,Urban,"SARVAJANIK UNIVERSITY, M T B COLLEGE CAMPUS,, SURAT"
U-1127,Jg University,Gujarat,Gandhinagar,www.jguni.in,State Private University,2019,Urban,"JG University , Vishwanath Northview, University Road, Navrangpura, Ahmedabad"
